NC_024711.1_1	YP_010509407.1	100	31	0	0	2	32	55	85	9.66e-18	71.2
NC_024711.1_1	YP_009052484.1	100	31	0	0	2	32	55	85	9.66e-18	71.2
NC_024711.1_1	YP_010509407.1	100	31	0	0	2	32	55	85	9.66e-18	71.2
NC_024711.1_2	YP_010509408.1	100	249	0	0	13	261	1	249	6.83e-176	487
NC_024711.1_2	YP_009052485.1	100	249	0	0	13	261	1	249	6.83e-176	487
NC_024711.1_2	YP_010509408.1	100	249	0	0	13	261	1	249	6.83e-176	487
NC_024711.1_2	QWM89715.1	94.4	250	13	1	13	261	1	250	2.43e-167	465
NC_024711.1_2	YP_010359287.1	94.4	250	13	1	13	261	1	250	2.43e-167	465
NC_024711.1_3	YP_010509410.1	100	101	0	0	1	101	1	101	3.22e-65	194
NC_024711.1_3	YP_009052487.1	100	101	0	0	1	101	1	101	3.22e-65	194
NC_024711.1_3	YP_010509410.1	100	101	0	0	1	101	1	101	3.22e-65	194
NC_024711.1_4	YP_010509411.1	100	58	0	0	1	58	1	58	3.33e-32	108
NC_024711.1_4	YP_010509411.1	100	58	0	0	1	58	1	58	3.33e-32	108
NC_024711.1_4	QWM89713.1	93.1	58	4	0	1	58	1	58	5.36e-29	100
NC_024711.1_4	YP_010359285.1	93.1	58	4	0	1	58	1	58	5.36e-29	100
NC_024711.1_5	YP_010509412.1	100	208	0	0	1	208	1	208	2.10e-142	398
NC_024711.1_5	YP_009052488.1	100	208	0	0	1	208	1	208	2.10e-142	398
NC_024711.1_5	YP_010509412.1	100	208	0	0	1	208	1	208	2.10e-142	398
NC_024711.1_5	QWM89712.1	84.1	201	29	2	1	200	1	199	3.52e-108	311
NC_024711.1_5	YP_010359284.1	84.1	201	29	2	1	200	1	199	3.52e-108	311
NC_024711.1_6	YP_010509413.1	100	59	0	0	1	59	1	59	8.28e-40	127
NC_024711.1_6	YP_009052489.1	100	59	0	0	1	59	1	59	8.28e-40	127
NC_024711.1_6	YP_010509413.1	100	59	0	0	1	59	1	59	8.28e-40	127
NC_024711.1_6	QWM89711.1	91.5	59	5	0	1	59	53	111	5.86e-36	119
NC_024711.1_6	YP_010359283.1	91.5	59	5	0	1	59	53	111	5.86e-36	119
NC_024711.1_7	YP_010509414.1	100	193	0	0	1	193	1	193	1.97e-135	379
NC_024711.1_7	YP_009052490.1	100	193	0	0	1	193	1	193	1.97e-135	379
